,Name,Date,Rate,Votes,Genre,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Short,Sport,Thriller,War,Western,Duration,Type,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
349,Scream 2,1997,6.2,165426,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,Film,R,Mild,Severe,Moderate,Mild,Severe
407,I Know What You Did Last Summer,1997,5.7,139464,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,101,Film,R,Mild,Severe,Severe,Mild,Moderate
525,Scream 4,2011,6.2,133751,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,111,Film,R,Mild,Severe,Severe,Moderate,Severe
573,Oculus,2013,6.5,122621,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,104,Film,R,Mild,Severe,Mild,None,Severe
575,The Ring,2002,7.1,333806,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,115,Film,PG-13,Mild,Moderate,Moderate,Mild,Severe
599,Host,2020,6.5,23974,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,57,Film,Not Rated,None,Moderate,Moderate,Mild,Severe
858,The Blair Witch Project,1999,6.5,244656,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,81,Film,R,None,Mild,Severe,Mild,Severe
905,Scream 3,2000,5.6,129243,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,116,Film,R,Mild,Severe,Moderate,Mild,Severe
989,Fear Street: 1666,2021,6.6,40835,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,114,Film,R,Mild,Severe,Moderate,Mild,Severe
1305,Silent Hill,2006,6.5,221756,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,125,Film,R,Mild,Severe,Moderate,Mild,Severe
1316,Jeepers Creepers,2001,6.2,119415,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,90,Film,R,Mild,Severe,Moderate,None,Severe
1384,Paranormal Activity: Next of Kin,2021,NA,NA,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,120,Film,R,No Rate,No Rate,No Rate,No Rate,No Rate
1676,Paranormal Activity,2007,6.3,228771,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,86,Film,R,None,Mild,Moderate,Mild,Severe
1784,I Still Know What You Did Last Summer,1998,4.7,71460,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,100,Film,R,Mild,Severe,Severe,Moderate,Severe
1802,Censor,2021,6,7162,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,84,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1811,Seance,2021,5.3,1822,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,92,Film,R,Mild,Severe,Mild,Mild,Mild
1910,Saw II,2005,6.6,242643,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,93,Film,R,None,Severe,Severe,Mild,Severe
2401,Hell House LLC,2015,6.4,12471,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,93,Film,Not Rated,Mild,Moderate,Severe,Mild,Severe
2403,Die Schlangengrube und das Pendel,1967,5.9,1673,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,84,Film,M,None,Moderate,None,None,Mild
2419,The Changeling,1980,7.2,32599,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,107,Film,R,None,Moderate,Mild,Mild,Moderate
2716,The House of the Devil,2009,6.4,43143,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,95,Film,R,None,Severe,Mild,Mild,Severe
2796,13 Ghosts,1960,6.1,5929,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,85,Film,Not Rated,None,Mild,None,None,Moderate
3656,13 Ghosts,1960,6.1,5929,"Horror, Mystery",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,85,Film,Not Rated,None,Mild,None,None,Moderate
240,Halloween III: Season of the Witch,1982,5,47675,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,98,Film,R,Moderate,Severe,Moderate,Mild,Severe
268,The Thing,1982,8.1,393279,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,109,Film,R,None,Severe,Moderate,Mild,Severe
701,The Faculty,1998,6.5,116887,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,104,Film,R,Mild,Severe,Severe,Moderate,Moderate
965,The Thing,2011,6.2,126787,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,103,Film,R,None,Severe,Severe,Mild,Severe
1194,It Comes at Night,2017,6.2,88923,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,91,Film,R,Mild,Moderate,Moderate,None,Severe
1281,Possessor,2020,6.5,28343,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,103,Film,R,Severe,Severe,Moderate,Moderate,Severe
1598,Color Out of Space,2019,6.2,41559,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,111,Film,Unrated,Mild,Severe,Severe,Mild,Severe
2808,In the Tall Grass,2019,5.4,51569,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,101,Film,TV-MA,Mild,Severe,Moderate,None,Moderate
3479,The Void,2016,5.9,33713,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,90,Film,Not Rated,Mild,Severe,Severe,Mild,Severe
3668,In the Tall Grass,2019,5.4,51569,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,101,Film,TV-MA,Mild,Severe,Moderate,None,Moderate
4339,The Void,2016,5.9,33713,"Horror, Mystery, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,90,Film,Not Rated,Mild,Severe,Severe,Mild,Severe
14,There's Someone Inside Your House,2021,4.8,7724,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,96,Film,TV-MA,Mild,Severe,Moderate,Moderate,Moderate
18,The Night House,2020,6.5,14936,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,107,Film,R,Mild,Moderate,Moderate,Moderate,Severe
34,V/H/S/94,2021,5.5,3196,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,103,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
59,Scream,2022,NA,NA,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,120,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
165,Friday the 13th,1980,6.4,129391,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,95,Film,R,Moderate,Severe,Mild,Mild,Severe
207,The Conjuring,2013,7.5,474766,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,112,Film,R,None,Moderate,Mild,None,Severe
228,The Conjuring: The Devil Made Me Do It,2021,6.3,87963,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,112,Film,R,None,Moderate,Mild,Mild,Severe
307,Get Out,2017,7.7,533280,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,104,Film,R,Mild,Severe,Severe,Mild,Severe
354,Orphan,2009,7,203890,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,123,Film,R,Moderate,Severe,Moderate,Mild,Severe
358,Us,2019,6.8,258396,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,116,Film,R,None,Severe,Moderate,Mild,Severe
374,Friday the 13th,2009,5.5,102439,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,97,Film,R,Severe,Severe,Severe,Severe,Severe
401,The Cabin in the Woods,2011,7,394326,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,95,Film,R,Moderate,Severe,Moderate,Moderate,Severe
423,Saw,2004,7.6,398328,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,103,Film,R,Mild,Severe,Severe,Mild,Severe
426,Psycho,1960,8.5,632885,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,109,Film,R,Mild,Moderate,None,None,Moderate
541,It Follows,2014,6.8,223147,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,100,Film,R,Severe,Moderate,Moderate,Mild,Severe
559,Srpski film,2010,5,61013,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,104,Film,NC-17,Severe,Severe,Severe,Severe,Severe
571,Sinister,2012,6.8,234119,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,110,Film,R,None,Severe,Mild,Mild,Severe
694,The Conjuring 2,2016,7.3,249635,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,134,Film,R,None,Moderate,Mild,Mild,Severe
714,The Empty Man,2020,6.1,19531,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,137,Film,R,Moderate,Severe,Moderate,Moderate,Moderate
723,Insidious,2010,6.8,292636,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,103,Film,PG-13,None,Mild,Mild,None,Severe
736,The Strangers,2008,6.2,124628,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,86,Film,R,Mild,Severe,Moderate,Mild,Severe
753,Final Destination 3,2006,5.8,135910,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,93,Film,R,Moderate,Severe,Severe,None,Severe
910,The Ritual,2017,6.3,87392,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,94,Film,TV-MA,Mild,Severe,Severe,Mild,Severe
932,Friday the 13th Part 2,1981,6.1,63824,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,87,Film,R,Moderate,Severe,Moderate,Mild,Severe
1021,Annabelle,2014,5.4,150583,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,99,Film,R,None,Moderate,None,Mild,Severe
1034,Gokseong,2016,7.5,60126,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,156,Film,TV-MA,Mild,Severe,Severe,Mild,Severe
1064,The Nun,2018,5.3,130587,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,96,Film,R,None,Severe,Mild,None,Severe
1132,Jeepers Creepers: Reborn,2021,NA,NA,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,NA,Film,None,No Rate,No Rate,No Rate,No Rate,No Rate
1165,Mandy,2018,6.5,71193,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,121,Film,Not Rated,Moderate,Severe,Moderate,Severe,Severe
1205,The Crazies,2010,6.5,116018,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,101,Film,R,None,Severe,Severe,Mild,Severe
1221,The Wicker Man,1973,7.5,76436,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,88,Film,R,Severe,Moderate,Mild,Mild,Severe
1263,The Others,2001,7.6,351662,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,101,Film,PG-13,Mild,Mild,Mild,None,Moderate
1343,Annabelle: Creation,2017,6.5,123707,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,109,Film,R,None,Moderate,Mild,None,Severe
1386,The Visit,2015,6.2,122725,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,94,Film,PG-13,Mild,Moderate,Mild,Mild,Severe
1434,Urban Legend,1998,5.6,63730,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,99,Film,R,Mild,Severe,Moderate,Moderate,Moderate
1459,Ma,2019,5.6,49362,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,99,Film,R,Moderate,Severe,Moderate,Severe,Moderate
1782,Annabelle Comes Home,2019,5.9,67797,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,106,Film,R,None,Moderate,Mild,None,Severe
2045,The Boy,2016,6,85863,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,97,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
2054,Friday the 13th: A New Beginning,1985,4.8,36377,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,92,Film,R,Severe,Severe,Severe,Mild,Moderate
2096,Velvet Buzzsaw,2019,5.7,57549,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,113,Film,R,Moderate,Moderate,Moderate,Mild,Moderate
2101,"As Above, So Below",2014,6.2,85867,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,93,Film,R,Mild,Moderate,Moderate,Mild,Severe
2133,[Rec],2007,7.4,172050,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,78,Film,R,Mild,Severe,Severe,None,Severe
2146,Case 39,2009,6.2,82689,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,109,Film,R,None,Moderate,Mild,Mild,Severe
2177,The Autopsy of Jane Doe,2016,6.8,107463,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,86,Film,R,Moderate,Severe,Moderate,None,Severe
2297,The Curse of La Llorona,2019,5.3,45415,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,93,Film,R,None,Moderate,Mild,Mild,Severe
2364,Pet Sematary,2019,5.7,88247,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,101,Film,R,Mild,Severe,Moderate,Mild,Severe
2368,The Unborn,2009,4.8,50596,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,88,Film,PG-13,Mild,Moderate,Moderate,Mild,Moderate
2385,The Grudge,2004,5.9,141974,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,91,Film,PG-13,Mild,Moderate,Mild,None,Severe
2410,Ouija,2014,4.5,50805,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,PG-13,None,Moderate,Mild,None,Moderate
2501,My Bloody Valentine,2009,5.4,55409,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,101,Film,R,Severe,Severe,Severe,Moderate,Severe
2539,Black Christmas,1974,7.2,36911,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,98,Film,R,Mild,Moderate,Severe,Mild,Severe
2598,False Positive,2021,4.7,4037,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,92,Film,R,Moderate,Moderate,Moderate,Mild,Severe
2624,Prom Night,1980,5.4,17071,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,92,Film,R,Mild,Severe,Moderate,Moderate,Moderate
2646,Malevolent,2018,4.8,12289,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,TV-MA,None,Severe,Moderate,Mild,Moderate
2722,Sinister 2,2015,5.3,51685,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,97,Film,R,None,Severe,Moderate,Mild,Severe
2756,The Dead Center,2018,5.8,2458,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,92,Film,Not Rated,None,Severe,Mild,Mild,Moderate
2757,Angel Heart,1987,7.3,84448,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,113,Film,X,Severe,Severe,Moderate,Moderate,Severe
2799,Black Christmas,2019,3.4,13909,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,92,Film,PG-13,Mild,Moderate,Mild,Mild,Mild
2806,Nocturne,2020,5.7,7328,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,90,Film,Not Rated,Mild,Moderate,Moderate,Mild,Moderate
2849,Slender Man,2018,3.2,31629,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,93,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
2851,Dead Silence,2007,6.2,90723,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,R,None,Moderate,Mild,Mild,Severe
2859,From Hell,2001,6.8,150921,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,122,Film,R,Severe,Severe,Moderate,Moderate,Severe
2860,The Poughkeepsie Tapes,2007,6,17759,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,81,Film,R,Severe,Severe,Mild,None,Severe
2873,Devil,2010,6.2,140079,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,80,Film,PG-13,Mild,Moderate,Mild,Mild,Severe
2910,Terror Train,1980,5.8,11159,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,97,Film,R,Moderate,Severe,Moderate,Mild,Moderate
2934,Blair Witch,2016,5,43679,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,R,None,Moderate,Severe,Mild,Severe
3011,Exorcist: The Beginning,2004,5.1,36050,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,114,Film,R,Mild,Severe,Moderate,Mild,Severe
3095,Unfriended,2014,5.5,72549,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,83,Film,R,Moderate,Severe,Severe,Moderate,Severe
3169,The Taking,2014,6,29133,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,90,Film,R,Mild,Moderate,Moderate,Mild,Severe
3238,The Ward,2010,5.6,41603,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,R,None,Moderate,Mild,Mild,Moderate
3283,Insidious: Chapter 2,2013,6.6,162978,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,106,Film,PG-13,None,Moderate,Mild,None,Severe
3417,"Ich seh, Ich seh",2014,6.7,48564,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,99,Film,R,Mild,Severe,None,None,Severe
3616,The Dead Center,2018,5.8,2458,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,92,Film,Not Rated,None,Severe,Mild,Mild,Moderate
3617,Angel Heart,1987,7.3,84448,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,113,Film,X,Severe,Severe,Moderate,Moderate,Severe
3659,Black Christmas,2019,3.4,13909,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,92,Film,PG-13,Mild,Moderate,Mild,Mild,Mild
3666,Nocturne,2020,5.7,7328,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,90,Film,Not Rated,Mild,Moderate,Moderate,Mild,Moderate
3709,Slender Man,2018,3.2,31629,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,93,Film,PG-13,Mild,Moderate,Mild,Mild,Moderate
3711,Dead Silence,2007,6.2,90723,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,R,None,Moderate,Mild,Mild,Severe
3719,From Hell,2001,6.8,150921,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,122,Film,R,Severe,Severe,Moderate,Moderate,Severe
3720,The Poughkeepsie Tapes,2007,6,17759,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,81,Film,R,Severe,Severe,Mild,None,Severe
3733,Devil,2010,6.2,140079,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,80,Film,PG-13,Mild,Moderate,Mild,Mild,Severe
3770,Terror Train,1980,5.8,11159,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,97,Film,R,Moderate,Severe,Moderate,Mild,Moderate
3794,Blair Witch,2016,5,43679,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,R,None,Moderate,Severe,Mild,Severe
3871,Exorcist: The Beginning,2004,5.1,36050,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,114,Film,R,Mild,Severe,Moderate,Mild,Severe
3955,Unfriended,2014,5.5,72549,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,83,Film,R,Moderate,Severe,Severe,Moderate,Severe
4029,The Taking,2014,6,29133,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,90,Film,R,Mild,Moderate,Moderate,Mild,Severe
4098,The Ward,2010,5.6,41603,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,89,Film,R,None,Moderate,Mild,Mild,Moderate
4143,Insidious: Chapter 2,2013,6.6,162978,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,106,Film,PG-13,None,Moderate,Mild,None,Severe
4277,"Ich seh, Ich seh",2014,6.7,48564,"Horror, Mystery, Thriller",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,99,Film,R,Mild,Severe,None,None,Severe
249,Alien,1979,8.4,826097,"Horror, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,117,Film,R,Mild,Moderate,Moderate,Mild,Severe
1017,Bird Box,2018,6.6,305699,"Horror, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,124,Film,R,Mild,Severe,Moderate,Mild,Moderate
1423,Phantasm,1979,6.7,34703,"Horror, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,89,Film,R,Moderate,Moderate,Mild,Mild,Moderate
1441,28 Weeks Later,2007,6.9,267072,"Horror, Sci-Fi",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,100,Film,R,Mild,Severe,Moderate,Mild,Severe
